Make,Model,Model w/ Mark w/ Edition,Production From,Production To,Legacy Note,GUID,Facelift Of GUID
Ford,Focus,Focus I Sedan,01,04,Facelift,65d27469-34e1-49c4-9e99-9a253cabc6d0,138f0205-6c63-4c75-83c4-efbd0354b272
Ford,Focus,Focus I Turnier,01,04,Facelift,c3e9a844-c0e9-4790-a326-6bb5d0ac6134,ebb05cee-cb08-4f32-8c61-b7df7a6956f4
Ford,Focus,Focus I Wagon Van,01,04,,9691b611-e72e-4aaa-bd2a-3fb25790d874,
Ford,Focus,Focus I 3D,02,04,ST170,64bd8cb0-691f-41bc-81c9-44b37225f41a,
Ford,Focus,Focus I 3D,02,03,RS,2be1dabf-759a-411a-9865-a2f6c69f9eb2,
Ford,Focus,Focus I Turnier,03,04,ST170,89330bac-9cfc-4170-a0e0-3f77b56bd17a,
Ford,Focus,Focus II 3D,04,08,,696aa5ea-bfdb-4e94-99b9-e2c38e8e18da,
Ford,Focus,Focus II 5D,04,08,,e473a53c-e700-406b-a243-84e1eb3627b6,
Ford,Focus,Focus II Sedan,04,08,,c9f7ecc9-6552-4ad6-aa66-3ee2c4ab5330,
Ford,Focus,Focus II Turnier,04,08,,d36d69eb-2969-4120-a6a0-9df87cdac104,
Ford,Focus,Focus II CC,06,08,,69bbde06-5a54-4162-bf6f-336f0b3be53e,
Ford,Focus,Focus II 3D,08,10,Facelift,c5920425-9724-4147-a26b-728dad154357,696aa5ea-bfdb-4e94-99b9-e2c38e8e18da
Ford,Focus,Focus II 5D,08,10,Facelift,71a54414-ded5-4287-b07d-39caec1dc8ff,e473a53c-e700-406b-a243-84e1eb3627b6
Ford,Focus,Focus II Sedan,08,10,Facelift,cc9d40f6-0b29-465b-9d1d-b0ee8ccec46d,c9f7ecc9-6552-4ad6-aa66-3ee2c4ab5330
Ford,Focus,Focus II Turnier,08,10,Facelift,ef904aca-5874-4ad7-b3d6-98e1b8c09d77,d36d69eb-2969-4120-a6a0-9df87cdac104
Ford,Focus,Focus II CC,08,10,Facelift,f9f7bd90-992f-4a24-be79-133b19d70d47,69bbde06-5a54-4162-bf6f-336f0b3be53e
Ford,Focus,Focus III,10,15,,5809f06b-d83b-4acb-b6dd-38e6d9dc1489,
Ford,Focus,Focus III Sedan,10,15,,cccbf079-461b-4c17-8edb-7ff4a1493f4b,
Ford,Focus,Focus III Turnier,10,14,,aa163fef-985c-4644-b668-6b43c595f6bc,
Ford,Focus,Focus III,12,15,ST,4d8b5a7d-7d8f-46aa-8b99-a59f1bef7401,
Ford,Focus,Focus III Turnier,12,14,ST,aad63b1c-6ff8-4c5f-9483-b07b78266ea7,
Ford,Focus,Focus III,14,18,Facelift,030c600c-f263-476e-92bd-7b902a8c26c2,5809f06b-d83b-4acb-b6dd-38e6d9dc1489
Ford,Focus,Focus III Sedan,15,,Facelift,53f7bcd6-5344-4bfd-9390-ade27753f0ee,cccbf079-461b-4c17-8edb-7ff4a1493f4b
Ford,Focus,Focus III Turnier,14,18,Facelift,b7dd3c66-361b-4edd-bad7-e531c2d4b574,aa163fef-985c-4644-b668-6b43c595f6bc
Ford,Focus,Focus III,14,,ST Facelift,a01140dd-7386-44be-9bc9-24a219676f68,4d8b5a7d-7d8f-46aa-8b99-a59f1bef7401
Ford,Focus,Focus III Turnier,14,,ST Facelift,bf9d6f47-9ba4-4a23-8a11-db3b651aac33,aad63b1c-6ff8-4c5f-9483-b07b78266ea7
Ford,Focus,Focus III,15,18,RS,b76da854-be28-4f3a-a618-1188c20d0439,
Ford,Focus,Focus IV,18,,,20f16793-50e6-466a-988d-91fe36f24bc4,
Ford,Focus,Focus IV Turnier,18,,,c1e29f79-4fde-4aa1-8d74-3795a3088ffb,
Ford,Fiesta,Fiesta IV Van,95,98,,a0ccf0a7-2f9f-4d1c-a8a8-267afd311b51,
Ford,Fiesta,Fiesta IV 5D,95,99, ,24e27460-7b35-4960-9ffb-bbe04f7dbfb4,
Ford,Fiesta,Fiesta IV 3D,95,99,,b4670463-cac8-4822-ba25-e0f8e62d1c9f,
Ford,Fiesta,Fiesta IV 5D,99,02,Facelift,81a904d1-3db0-47f0-bf61-38de686c5fa3,24e27460-7b35-4960-9ffb-bbe04f7dbfb4
Ford,Fiesta,Fiesta IV 3D,99,02,Facelift,c6a5add6-3bac-4ca0-935b-266159d7921b,b4670463-cac8-4822-ba25-e0f8e62d1c9f
Ford,Fiesta,Fiesta V 5D,02,05,,5cacd85b-e42a-4d73-a5d8-ae9f4cfdd411,
Ford,Fiesta,Fiesta V 3D,02,05,,9394c19a-af46-453d-9597-97a755415eb0,
Ford,Fiesta,Fiesta V 5D,05,08,Facelift,0d90b9f4-755a-45cd-a607-3253aa3c9f94,5cacd85b-e42a-4d73-a5d8-ae9f4cfdd411
Ford,Fiesta,Fiesta V 3D,05,08,Facelift,85e50655-19d4-4a7e-8511-74b806b4a764,9394c19a-af46-453d-9597-97a755415eb0
Ford,Fiesta,Fiesta VI 5D,08,12,,ed132a60-3f6d-458f-ab68-773455eefe3f,
Ford,Fiesta,Fiesta VI 3D,08,12,,57415842-92ad-48ea-bb43-14c26cb0cfc1,
Ford,Fiesta,Fiesta VI 3D,08,12,Van,e7f8e6e7-ca62-43f4-a9bd-22b41bcc4dac,
Ford,Fiesta,Fiesta VI 3D,08,12,SportVan,cb355345-6aa0-4b22-b9fa-26855c23af45,
Ford,Fiesta,Fiesta VI 5D,12,17,Facelift,c33629c0-4080-4fa0-a9bc-5ddcae07bab4,ed132a60-3f6d-458f-ab68-773455eefe3f
Ford,Fiesta,Fiesta VI 3D,12,17,Facelift,bcf4f8b6-c802-44cc-ac7a-f5475fc5f2f7,57415842-92ad-48ea-bb43-14c26cb0cfc1
Ford,Fiesta,Fiesta VI 5D,16,18,ST,68008468-000e-41c5-abd2-9d7fefbfd10e,
Ford,Fiesta,Fiesta VI 3D,13,17,ST,0609416c-7a2c-4539-a4ef-fba96b253217,
Ford,Fiesta,Fiesta VII 3D,17,,,e1eac144-7b90-4c84-8f73-ab93e1d59b75,
Ford,Fiesta,Fiesta VII 5D,17,,,6405339e-c68f-4712-97b4-de2a46f02156,
Ford,Fiesta,Fiesta VII 5D,17,,Active,3d6b54cc-60f0-4db4-9c8c-2aec7f4c5d43,
Ford,Fiesta,Fiesta VII 3D,18,,ST,845a3d92-9f0b-44df-9cfc-fa20b1cc8bb3,
Ford,Fiesta,Fiesta VII 5D,18,,ST,267ffbb2-b1d6-44cb-b46f-09dfa31c6523,
Ford,Cougar,Cougar,98,02,,5f821791-c88b-49f3-b1f4-74e1241dc02a,
Ford,Galaxy,Galaxy I,95,00,,b201f06f-2c33-43be-b9a6-83623a1306d6,
Ford,Galaxy,Galaxy II,00,06,,8245b325-c151-4c54-9928-6034a81f9765,
Ford,Galaxy,Galaxy III,06,15,,7664b47b-0b89-43a3-938b-222c6b48403d,
Ford,Galaxy,Galaxy IV,15,19,,e3554138-973e-4461-b507-75ce98a017b6,
Ford,Galaxy,Galaxy IV,19,,Facelift,a69feedd-5dd4-4946-bf03-8709e74e4573,e3554138-973e-4461-b507-75ce98a017b6
Ford,Mondeo,Mondeo I,92,96,,8d2061d1-83e6-446d-a1ef-2d2037351de4,
Ford,Mondeo,Mondeo I Sedan,92,96,,2de16d02-2ebf-4884-9d50-61e815120213,
Ford,Mondeo,Mondeo I Turnier,92,96,,39e318a4-0e7e-4b4c-a0bd-4d162322f39a,
Ford,Mondeo,Mondeo I,96,00,Facelift,d0647dcb-5fcf-4e35-91f3-2031b99872f3,8d2061d1-83e6-446d-a1ef-2d2037351de4
Ford,Mondeo,Mondeo I Sedan,96,00,Facelift,930fbb71-0423-4b4b-81f5-fca024bb4724,2de16d02-2ebf-4884-9d50-61e815120213
Ford,Mondeo,Mondeo I Turnier,96,00,Facelift,f3db1512-66c6-46fc-9a14-c5f67be0a173,39e318a4-0e7e-4b4c-a0bd-4d162322f39a
Ford,Mondeo,Mondeo II,00,03,,18a38e50-6b86-4445-b02f-8b2213fccb68,
Ford,Mondeo,Mondeo II Sedan,00,03,,9c8b3ad7-9231-46af-8018-1ef35ec0f9ef,
Ford,Mondeo,Mondeo II Combi,00,03,,bb3cfd4a-f57a-40ef-a47b-2701fb86e896,
Ford,Mondeo,Mondeo II,03,07,Facelift,e8eb7731-67d2-4d27-b354-38a930f8083d,18a38e50-6b86-4445-b02f-8b2213fccb68
Ford,Mondeo,Mondeo II Sedan,03,07,Facelift,57fd1f5e-66cf-402e-82d9-aaaa5f344d60,9c8b3ad7-9231-46af-8018-1ef35ec0f9ef
Ford,Mondeo,Mondeo II Combi,03,07,Facelift,7f3f6119-d6fb-4985-b7c1-f617f5c15b02,bb3cfd4a-f57a-40ef-a47b-2701fb86e896
Ford,Mondeo,Mondeo III,07,10,,91c2e39e-e613-4a5c-b1b1-dc15a12a7475,
Ford,Mondeo,Mondeo III Sedan,07,10,,f730b5cc-866b-4b29-a397-e78206bfe5e1,
Ford,Mondeo,Mondeo III Combi,07,10,,a8bf6064-83a4-4589-954d-3e5313523731,
Ford,Mondeo,Mondeo III,10,12,Facelift,a84274b2-96f1-4860-8be1-40739bd15303,91c2e39e-e613-4a5c-b1b1-dc15a12a7475
Ford,Mondeo,Mondeo III Sedan,10,12,Facelift,24511d00-b8a8-4f26-8dc1-8ce5cc6cba88,f730b5cc-866b-4b29-a397-e78206bfe5e1
Ford,Mondeo,Mondeo III Combi,10,12,Facelift,a8068197-09e3-471b-8db7-eaeb27f7c061,a8bf6064-83a4-4589-954d-3e5313523731
Ford,Mondeo,Mondeo IV,12,19,,5d000280-3365-49e4-9d75-9f8c4e4137bd,
Ford,Mondeo,Mondeo IV Combi,12,19,,88e79e6a-f000-4acd-a0ca-ab6a8fdaaaed,
Ford,Mondeo,Mondeo IV,15,19,Vignale,798c2630-14b5-48bc-aac9-77a3216f6aa7,
Ford,Mondeo,Mondeo IV,19,,Facelift,72429685-6ed8-4ace-9e19-0515ad1b596e,5d000280-3365-49e4-9d75-9f8c4e4137bd
Ford,Mondeo,Mondeo IV Combi,19,,Facelift,0fcb4b95-5a73-47cf-97b0-a04da8bb4ee7,88e79e6a-f000-4acd-a0ca-ab6a8fdaaaed
Ford,Mondeo,Mondeo IV,19,,Facelift Vignale,57241c29-d9a1-4a24-a1a8-438d03a0a780,798c2630-14b5-48bc-aac9-77a3216f6aa7
Ford,Puma,Puma I,97,01,,8892d049-c785-418a-ade7-94173b48dd98,
Ford,Puma,Puma II,19,,,769d3c85-94a3-4e1b-a47e-8d6c854f24ce,
Ford,Puma,Puma II,19,,ST,ea5d50f2-a387-4c25-a5e6-b433c075d263,
Ford,Escort,Escort VII,1/95,10/98,,97afb739-d468-47a2-aa47-92e8f5656819,
Ford,Escort Coupé,Escort VII Coupé,2/95,2/99,,314b7c83-f5d5-47a9-90bf-2fc3d89e0e4f,
Ford,Escort Combi,Escort VII Combi,1/95,2/99,,71a8f43f-db06-4cdc-9c28-cf24a35af289,
Ford,Fusion,Fusion,02,05,,5478158f-e64d-4a12-87b6-6d1d35e62278,
Ford,Fusion,Fusion,05,12,Facelift,6b85c05d-cd45-4045-ae07-c07ce1e8d0d8,
Ford,Ka,Ka I,9/96,11/08,,752d5681-3dce-4a29-953f-0453b74c885d,
Ford,Ka,Ka II,2/09,,,3ad537a7-8b8f-44b6-9f04-88255332d1cf,
Ford,StreetKa,StreetKa,03,08,,2e9db316-7875-4093-b89f-df13d9a89519,
Ford,B-MAX,B-MAX,12,17,,0e8be866-4bff-4462-8162-761e72822d28,
Ford,C-MAX,C-MAX I,03,06,,1820b692-a1fa-4e5a-a89f-701ba7bdefed,
Ford,C-MAX,C-MAX I,06,10,Facelift,3f3280ab-c9d2-4603-a3b8-763046d4f51a,1820b692-a1fa-4e5a-a89f-701ba7bdefed
Ford,C-MAX,C-MAX II,10,15,,6d55f6d8-3fd8-4e12-be10-96be1974e262,
Ford,C-MAX,C-MAX II,15,19,Facelift,0ef58f03-2dc9-4fb4-a185-1ab9756df5d3,6d55f6d8-3fd8-4e12-be10-96be1974e262
Ford,S-MAX,S-MAX I,06,10,,9728b9e8-7e0b-41ea-b422-a6d56e0d9ea3,
Ford,S-MAX,S-MAX I,10,15,Facelift,ced56e82-87d3-4c6f-841b-953362680740,9728b9e8-7e0b-41ea-b422-a6d56e0d9ea3
Ford,S-MAX,S-MAX II,15,19,,63122b45-5e8c-4cdb-abeb-5c6907b044ed,
Ford,S-MAX,S-MAX II,19,,Facelift,da834688-3c8d-4a15-99bc-0a7c4c9cd544,63122b45-5e8c-4cdb-abeb-5c6907b044ed
Ford,Kuga,Kuga I,08,13,,003ed404-2e25-4535-9779-bbda1bee0891,
Ford,Kuga,Kuga II,13,16,,9840a672-4fff-489e-a9fe-969fe37adb10,
Ford,Kuga,Kuga II,16,19,Facelift,c19c348f-c3e5-4367-b2fa-2fb0cec03d68,9840a672-4fff-489e-a9fe-969fe37adb10
Ford,Kuga,Kuga III,19,,,286b212a-a82b-4fb8-bd4a-baa5e5fc3e11,
Ford,Kuga,Kuga III,19,,ST Line,634ce04c-1a7a-4e4b-ac99-fdee6c561767,
Ford,Mustang,Mustang IV,94,04,,3fb1276f-213f-4010-8b0e-a3dc089c00a8,
Ford,Mustang,Mustang IV Convertible,94,04,,64dd8e3b-a8b5-4b6e-9db0-935da68951b3,
Ford,Mustang,Mustang V,05,10,,b436a86c-bab5-4e40-af0b-714cf83e3f54,
Ford,Mustang,Mustang V Convertible,05,10,,a2519872-b2f7-48f9-b5b3-7fed67c0548a,
Ford,Mustang,Mustang V,10,13,Facelift,024e4cfb-ae2d-44c3-84bc-968133efdedd,b436a86c-bab5-4e40-af0b-714cf83e3f54
Ford,Mustang,Mustang V Convertible,10,13,Facelift,289fefed-fa03-494c-920f-a0fc4817335d,a2519872-b2f7-48f9-b5b3-7fed67c0548a
Ford,Mustang,Mustang VI,15,18,,7904426c-b2a4-4d29-b590-3af6d639eff7,
Ford,Mustang,Mustang VI Convertible,15,18,,1375acc1-96d2-4d64-95dd-ca16a6d3f244,
Ford,Mustang,Mustang VI,17,,Facelift,7015e21f-114f-4c7d-ab63-98e93b0c50c8,7904426c-b2a4-4d29-b590-3af6d639eff7
Ford,Mustang,Mustang VI Convertible,17,,Facelift,fbebabc4-5ca7-431a-b903-45f8b46843d1,1375acc1-96d2-4d64-95dd-ca16a6d3f244
Ford,Escape,Escape I,01,04,,664143ca-42ea-48da-96f5-bbf5e73358f7,
Ford,Escape,Escape I,04,07,Facelift,464a88bc-8128-49c8-ae69-a325bf3cc73d,664143ca-42ea-48da-96f5-bbf5e73358f7
Ford,Escape,Escape II,07,12,,4b1c915c-3fdd-4c77-a05a-4664cfd799ef,
Ford,Escape,Escape III,12,19,,1afcc357-8b01-4883-b72e-d9972e669d3b,
Ford,Maverick,Maverick I 3D,93,96,,3593106e-8a6e-4373-9034-12e699934c90,
Ford,Maverick,Maverick I 5D,93,96,,eab264ce-e235-4fe3-93e2-2a1b784df9e7,
Ford,Maverick,Maverick I 3D,96,00,Facelift,78ae42ed-c4e5-480a-a363-ae2d74bb4623,3593106e-8a6e-4373-9034-12e699934c90
Ford,Maverick,Maverick I 5D,96,00,Facelift,f2b6c446-4a9c-480b-af24-86f2f0ad5eed,eab264ce-e235-4fe3-93e2-2a1b784df9e7
Ford,Maverick,Maverick II,00,04,,af5fe317-70eb-4487-be30-944e8066608e,
Ford,Maverick,Maverick II,04,07,Facelift,520e8069-a079-44f5-80e9-9626f823a715,af5fe317-70eb-4487-be30-944e8066608e
Ford,Tourneo,Tourneo Custom,12,,,1e862de1-0e49-4cb1-aa51-09344964a315,
Ford,Transit,Ford Transit Courier,14,,,3ad4c07c-7624-450a-965b-84beb1363d20,
Ford,Explorer,Explorer I 3D,90,94,,d517db9b-2132-4550-9b2f-48183d428200,
Ford,Explorer,Explorer I,90,94,,01049317-9b6b-49c3-a403-9fa4945aaa10,
Ford,Explorer,Explorer II 3D,94,97,,ccfad17d-c7a3-46fe-ba4d-42b7449b3333,
Ford,Explorer,Explorer II,94,97,,64855ea2-cb1e-416a-aee0-0242ab298e55,
Ford,Explorer,Explorer II 3D,97,03,Facelift,1e85366a-eb8e-4ef1-b261-adc3d3ae9c3c,ccfad17d-c7a3-46fe-ba4d-42b7449b3333
Ford,Explorer,Explorer II,97,01,Facelift,b4360656-ac53-4601-af11-675f713236b6,64855ea2-cb1e-416a-aee0-0242ab298e55
Ford,Explorer,Explorer III,00,03,,87a995ad-21f0-4007-b603-b7d70d74554f,
Ford,Explorer,Explorer III,03,05,Facelift,a771506f-0448-4332-adbd-82bc0365b512,87a995ad-21f0-4007-b603-b7d70d74554f
Ford,Explorer,Explorer IV,05,10,,c2e995c9-0ac1-4a3b-8275-cbb9ff21e057,
Ford,Explorer,Explorer V,10,15,,9dfffb08-84e2-4a38-aca9-410cac2008dc,
Ford,Explorer,Explorer V,15,18,Facelift,6bdd6025-76b9-4918-bd62-1294bf53953d,9dfffb08-84e2-4a38-aca9-410cac2008dc
Ford,Explorer,Explorer V,18,19,Facelift,8e3460e0-689f-4e02-98de-218ccde07a4d,6bdd6025-76b9-4918-bd62-1294bf53953d
Ford,Explorer,Explorer VI,19,,,f5fdaa51-4380-4564-b39f-321e7be3e00d,
Ford,Ranger,Ranger III,11,15,,b511f4df-083f-4263-8163-c071605456d7,
Ford,Ranger,Ranger III,15,,Facelift,a09d4d51-101e-4432-a868-43f07bcc1894,b511f4df-083f-4263-8163-c071605456d7
Ford,Ranger,Ranger III,15,,Raptor,d91f41f7-7986-488a-8ba6-7cfe01c1e7dc,
Mercedes-Benz,A-Klasse,A-Klasse W168,97,04,,5df0b139-f3d7-4b4e-ae62-a9d6242a2b0b,
Mercedes-Benz,A-Klasse,A-Klasse W169 5D,04,08,,4a124a3a-3f38-461e-8ba2-3079d946abb1,
Mercedes-Benz,A-Klasse,A-Klasse W169 3D,04,08,,a1af72aa-f955-4fc7-8a03-addc8be1b3bc,
Mercedes-Benz,A-Klasse,A-Klasse W169 5D,08,,Facelift,3c9607a8-f962-4420-b9bd-e6f831e2f366,
Mercedes-Benz,A-Klasse,A-Klasse W169 3D,08,,Facelift,54e2b7dc-a509-4037-91a5-232e34e9f9e4,
Mercedes-Benz,A-Klasse,A-Klasse W176,12,,,58df635b-53ef-4a50-83b9-54c552705136,
Mercedes-Benz,B-Klasse,B-Klasse W245,05,08,,f5937b10-dc29-4bce-b958-ee8534da6826,
Mercedes-Benz,B-Klasse,B-Klasse W245,08,11,Facelift,8a81c5c3-3768-44e7-a70e-6948859ed0e8,
Mercedes-Benz,B-Klasse,B-Klasse W246,11,15,,37921c43-b4e6-4a41-9c53-123cef3cf8fd,
Mercedes-Benz,B-Klasse,B-Klasse W246,15,,Facelift,6b53eb2e-3289-4347-b89d-981be8b2b214,
Mercedes-Benz,C-Klasse,C-Klasse W202,93,00,,c169af85-72ad-4d8f-b7a1-88c6c2c4c399,
Mercedes-Benz,C-Klasse Combi,C-Klasse W202 Combi,93,00,,a1e35134-c663-4f43-ab9d-a02487283bd0,
Mercedes-Benz,C-Klasse,C-Klasse W203,00,07,,ebebc945-4b0f-4682-b1a0-6462cd99a306,
Mercedes-Benz,C-Klasse Combi,C-Klasse W203 Combi,00,07,,4d69a76a-b103-433d-bb95-e01df4e63ef5,
Mercedes-Benz,C-Klasse Coupé,C-Klasse W203 Coupé,00,07,,55b794c8-ed29-468a-88e0-055ea873292d,
Mercedes-Benz,C-Klasse,C-Klasse W204,07,10,,92bf0efc-3c78-4de6-be16-f4cc7a7ab435,
Mercedes-Benz,C-Klasse Combi,C-Klasse W204 Combi,07,10,,bf30e215-8eec-4b34-ad58-350f40d56f01,
Mercedes-Benz,C-Klasse,C-Klasse W204,11,,Facelift,0fc50d67-efd1-45ea-b05a-5990c4fcfdc9,
Mercedes-Benz,C-Klasse Combi,C-Klasse W204 Combi,11,,Facelift,69684c38-b960-404a-9156-79a0a79b5bff,
Mercedes-Benz,C-Klasse Coupé,C-Klasse W204 Coupé,11,,,970e44b7-c80a-4553-8cb7-b7d84e9bd737,
Mercedes-Benz,C-Klasse,C-Klasse W205,14,,,6b064632-689b-4e3a-b044-28abca55d9a6,
Mercedes-Benz,C-Klasse,C-Klasse W205 Combi,14,,,082c5f42-0a60-49e7-a57d-62dce1e50398,
Mercedes-Benz,C-Klasse,C-Klasse W205,14,,AMG,00235afb-3093-4d7f-932d-644ac9011f3d,
Mercedes-Benz,C-Klasse,C-Klasse W205 Combi,14,,AMG,05188f17-dbc0-4f2e-9c7f-0e02cd0e967a,
Mercedes-Benz,CL-Klasse,CL-Klasse W215,00,06,,c123a2c4-7f3d-4c8e-b220-837bf06bda24,
Mercedes-Benz,CL-Klasse,CL-Klasse W216,06,10,,16d682c3-305c-4ccb-8cdb-d61b7a024b1e,
Mercedes-Benz,CL-Klasse,CL-Klasse W216,10,,Facelift,4cde32a0-f7fc-46d7-b184-042529451402,
Mercedes-Benz,CLA-Klasse,CLA-Klasse,13,,,d76f47dd-3abe-4b5a-97f9-3d5101e7ab88,
Mercedes-Benz,CLC-Klasse,CLC-Klasse,08,,,7b41edb3-4fd1-4a02-a04e-a29526500ded,
Mercedes-Benz,CLK-Klasse Cabrio,CLK-Klasse A208 Cabrio,96,02,,f8c898fc-e2b2-45af-ad4c-94bbb9a3d4c3,
Mercedes-Benz,CLK-Klasse Coupé,CLK-Klasse C208 Coupé,96,02,,4146a1b4-8fa5-4cf8-848d-a52c418cb988,
Mercedes-Benz,CLK-Klasse Cabrio,CLK-Klasse A209 Cabrio,02,09,,7fbfbc8a-3a20-4fe3-8bd5-98f1c0957204,
Mercedes-Benz,CLK-Klasse Coupé,CLK-Klasse C209 Coupé,02,09,,0e687eda-a0f4-4562-8682-b9f029e22456,
Mercedes-Benz,CLS-Klasse,CLS-Klasse W219,04,10,,c916a417-20c7-4d25-b455-396df0829eb1,
Mercedes-Benz,CLS-Klasse,CLS-Klasse W218,10,,,b28dcc10-2202-4ad9-a30f-58b3d601a9cb,
Mercedes-Benz,CLS-Klasse,CLS-Klasse X218 Shooting Brake,12,,,85471073-8d51-4b72-9479-93969cf778f5,
Mercedes-Benz,E-Klasse,E-Klasse W124,84,96,,976e254b-ba2e-4265-bbe5-bf601ae83f7a,
Mercedes-Benz,E-Klasse Coupé,E-Klasse W124 Coupé,84,96,,7dae3a5e-339d-4886-bd1c-46d3a0dbc251,
Mercedes-Benz,E-Klasse Cabrio,E-Klasse W124 Cabrio,84,96,,a8c7a58b-f450-42bf-ba5f-d786efd015fa,
Mercedes-Benz,E-Klasse Combi,E-Klasse W124 Combi,84,96,,f44d9be2-e887-40d5-b689-7d7fcf13d25a,
Mercedes-Benz,E-Klasse,E-Klasse W210,95,02,,79bcd352-eac2-419c-b6cd-dbf10af2b254,
Mercedes-Benz,E-Klasse Combi,E-Klasse W210 Combi,95,02,,acd2b769-f265-4741-83f7-3f0176ddbe95,
Mercedes-Benz,E-Klasse,E-Klasse W211,02,09,,2a1086b9-5721-4d33-80af-341ebfe41ca4,
Mercedes-Benz,E-Klasse Combi,E-Klasse W211 Combi,02,09,,40139d69-9f5d-4c86-9110-b020e8153942,
Mercedes-Benz,E-Klasse,E-Klasse W212,09,12,,79f37b91-e04b-4abd-8ab7-16c687ef3471,
Mercedes-Benz,E-Klasse,E-Klasse W212,12,,Facelift,95883f72-f738-4ca0-a2e1-488e9321ee99,
Mercedes-Benz,E-Klasse Coupé,E-Klasse W212 Coupé,09,,,18d6d4ee-ca72-45f5-86f7-dc2bc1ce40b0,
Mercedes-Benz,E-Klasse Cabrio,E-Klasse W212 Cabrio,09,,,b1aea7e1-1c97-4308-a973-f57083824821,
Mercedes-Benz,E-Klasse Cabrio,E-Klasse W212 Cabrio,12,,Facelift,a0edb531-f368-4f3c-a883-375e2d83833a,
Mercedes-Benz,E-Klasse Combi,E-Klasse W212 Combi,09,,,2a6aed4e-c75a-456c-b3e5-2d4ea9d4994b,
Mercedes-Benz,E-Klasse Combi,E-Klasse W212 Combi,12,,Facelift,cf578f5a-0390-4d03-957f-061f82c1213a,
Mercedes-Benz,M-Klasse,M-Klasse W163,2/98,6/05,,bd3ac60d-2625-4428-9187-8359a5f7b0ce,
Mercedes-Benz,M-Klasse,M-Klasse W164,7/05,11,,407a1f8e-dc5c-401d-9a6c-f64b8fa19daa,
Mercedes-Benz,M-Klasse,M-Klasse W166,11,,,04a51c8a-61ac-4079-8ab6-e9968c6f0b72,
Mercedes-Benz,GL-Klasse,GL-Klasse X164,9/06,12,,7111a03f-d7f7-46df-8281-f3085fbd268e,
Mercedes-Benz,GL-Klasse,GL-Klasse X166,12,,,1219506e-83be-4263-8815-cd63c4a9fe12,
Mercedes-Benz,GLA-Klasse,GLA_Klasse X156,14,,,2c4c3b78-5326-4966-a4cc-73ce145bb960,
Mercedes-Benz,GLK-Klasse,GLK-Klasse X204,6/08,12,,7bd9236d-5d87-4657-bfd3-2159b0808e0d,
Mercedes-Benz,GLK-Klasse,GLK-Klasse X204,12,,Facelift,547bdecf-a773-40c9-9e1d-5623a4a9e58e,
Mercedes-Benz,R-Klasse,R-Klasse W251,05,10,,b42d62d0-f614-4815-be81-b22fff24ee87,
Mercedes-Benz,R-Klasse,R-Klasse W251,10,,Facelift,ffd7d50a-eb0a-431a-ba98-2301601ad2d4,
Mercedes-Benz,S-Klasse,S-Klasse W220,99,02,,1165bc5d-940e-4ce9-81bc-9b4cf65b37a8,
Mercedes-Benz,S-Klasse,S-Klasse W220,02,05,Facelift,db947cff-6016-48e2-965c-1b1e38091665,
Mercedes-Benz,S-Klasse,S-Klasse W221,05,09,,1de4c7a8-0300-4460-a795-eedb9b6422de,
Mercedes-Benz,S-Klasse,S-Klasse W221,09,,Facelift,ac59b4c9-be3d-4eb4-ba24-dc16547ad077,
Mercedes-Benz,S-Klasse,S-Klasse W221,09,,S65 AMG,12b051b7-1975-4b78-8bc0-250a9379b266,
Mercedes-Benz,S-Klasse,S-Klasse W222,13,,,933cc0ed-9ddd-4a4d-8cdf-589c88dbd990,
Mercedes-Benz,SLK-Klasse,SLK-Klasse R171,04,07,,1d3f5428-1ff3-4809-b7ff-d5310d25f9c7,
Mercedes-Benz,SLK-Klasse,SLK-Klasse R171,07,11,Facelift,daf436ad-b56c-4486-a25f-f7d55f5acfd1,
Mercedes-Benz,SLK-Klasse,SLK-Klasse R172,11,,,760dd30b-8492-4234-9efc-93850662e60c,
Mercedes-Benz,Vaneo,Vaneo W414,02,06,,07d2ecef-7aa1-4b82-90a9-8b55b7b97553,
Mercedes-Benz,Vito,Vito I W638,96,03,,ee77f77a-6e95-4589-9a0e-fd9a5546d4e2,
Mercedes-Benz,Vito,Vito II/Viano W639,03,,,ec164e21-16a3-4c20-b2a3-c6f17e506f21,
Mercedes-Benz,Citan,Citan,12,,,4e2baedc-c882-4ecc-8719-8b9724ffad6d,
Mercedes-Benz,Citan,Citan Crewbus,12,,,31c24f74-22e8-406d-932e-50d4956a42c8,
Mercedes-Benz,Citan,Citan Mixto,12,,,616e3c00-0c27-4ef9-a277-0388f1ff81f6,
Mitsubishi,Lancer,Lancer VIII,03,08,,79b4f68a-ced6-4f59-8047-44e8bd939392,
Mitsubishi,Lancer,Lancer VIII Wagon,03,08,,58388c08-9def-409d-b463-c59721cfe699,
Mitsubishi,Lancer,Lancer IX,08,,,bf1e8301-46f1-479e-862a-ff8ad6409d65,
Mitsubishi,Lancer,Lancer IX Sportback,08,,,5abfefba-9225-4555-9f79-5063e63f971a,
Mitsubishi,Lancer Evo,Lancer Evo IX,05,07,,6d742878-dcd0-43ed-868e-0e81910bbd82,
Mitsubishi,Lancer Evo,Lancer Evo X,07,,,c8a56710-b7d1-4edf-8bf3-043e984a47c3,
